@relation 'Adam_clicked_novelties_train: -C 1'

@attribute x_att numeric
@attribute y_att numeric
@attribute class- {0,1}


@data

12.703661956432436,492.17820820659307,0
24.66623043693527,453.5799669743828,0
31.28404195435437,499.365073873696,0
16.740867291094045,474.7246629283762,0
32.34291152733497,469.72326155022637,0
28.567372155221626,478.33182400057706,0
-2.803619905119973,480.2161231642343,0
61.8314952984574,457.3609111746179,0
47.15879424788772,451.90707708807656,0
114.8357187165079,434.80166955567756,0
57.27578445495164,403.1957298593619,0
68.14270030115038,445.32846576611746,0
74.42930944383771,391.57853980489125,0
88.93561344209101,369.8549923859687,0
67.04725385150294,437.0276722034448,0
45.60500733695012,455.6063050071566,0
76.45520052893595,453.5954072975435,0
89.85729394238327,394.6117758806871,0
113.57298659468675,428.28319727843973,0
96.18489685874947,430.0863025481775,0
108.77079530864927,431.2391535180218,0
105.06637614528368,398.9763079411497,0
106.8893355333466,439.1066844370647,0
126.24629813048534,399.7528367565721,0
137.98792607893716,373.1371281595349,0
97.61480247711108,386.91328365627896,0
129.2941776863712,359.877869989355,0
187.97694889033028,430.3360247941816,0
117.46866037877587,420.20083825443453,0
124.93811474508598,377.83846894755584,0
104.07632604665744,401.0898113185971,0
164.04297907002257,376.36298745705557,0
139.68431111555216,410.11487411445427,0
126.74668582279358,408.4159597913179,0
140.138539923764,387.70633221910526,0
173.94541521295434,392.40169268080456,0
172.9032216271833,383.4312223543641,0
194.34579600091433,383.6526498253366,0
240.07290003535454,401.13655726451384,0
168.0426084205617,340.13902642148133,0
139.9986682104963,321.15497766113236,0
186.52541293288706,359.6044400874158,0
236.97553517214578,321.2271433001654,0
176.78014667051195,318.2708787153225,0
204.36558857664895,394.03490824281397,0
179.3519146119958,308.43170451772136,0
180.57258866773202,342.9452728452129,0
153.95907706608324,345.9919872591722,0
223.91011248305713,356.0921908527531,0
185.85037957383295,338.1466223192301,0
187.48305813082908,367.6439316297809,0
221.32811527554816,309.38888158392956,0
246.99235005678497,340.63764329112155,0
199.7841741914524,368.02927735884555,0
223.5897030181228,368.6388406300842,0
217.23522759760462,364.4872875215004,0
272.25853739524376,371.347072390063,0
291.90871421237944,334.7383176095233,0
252.9110359542113,293.1537725975354,0
237.82051212214327,326.6773985154799,0
293.5763427696819,340.99129295219666,0
248.05129692468444,290.8975330577758,0
315.22420936403887,327.2630372792062,0
259.44289190189,268.36621252748614,0
295.9959299246256,243.0330229568379,0
299.124416734579,269.8913831937415,0
279.5347646850148,299.4421751332981,0
323.33131256379045,246.33282403934345,0
332.2047371263,256.4542526326088,0
271.81760172711887,279.1541475788772,0
351.2642644626874,279.8152807647468,0
306.08904795592264,266.8754212020838,0
334.92448128330113,310.0448219297215,0
354.00737383901236,272.7343333533745,0
335.6213955287901,288.516339006056,0
340.989731540603,237.5318380650446,0
329.297480033866,245.61099832077522,0
359.2790511755885,261.0815218398749,0
372.83689766092095,255.68465803992197,0
406.15240558965974,268.97972881393196,0
356.9804626740447,246.39713890637228,0
423.1103648237689,258.0286490940417,0
354.3270840377408,223.10749084422775,0
369.3315447814024,238.95674010349302,0
390.35576182740266,240.3860325947535,0
392.9816034524201,249.26863001323227,0
369.98885157960217,210.85432774148273,0
418.01284010727386,235.96950931144738,0
445.4545944674299,213.618573055882,0
435.09350817708935,164.18616998049868,0
508.2066681725399,206.06251808043095,0
468.79060672313983,205.69826612326386,0
501.4304832193054,204.42966651011534,0
479.1337041962958,150.3025597630462,0
498.69017165425345,180.95854163903846,0
491.2663548878875,177.69403945409647,0
523.705924962617,132.98865821102373,0
517.3386245618555,177.0381559630012,0
522.3127311776402,162.04984272054776,0
506.971630212826,184.35587020264933,0
495.71834903824873,156.08813139904242,0
510.5363631630928,139.6423565655926,0
556.0568937680417,167.5710204533284,0
540.4740818783998,179.6715253842487,0
575.8938191546315,140.6497804348325,0
582.9811981281604,181.0592447430895,0
588.6483437332366,148.52827865182968,0
558.1766954301713,135.13520460721645,0
619.6866470856376,172.73320291805254,0
570.9077886673657,140.8632786055354,0
572.2136229980653,117.64438081902074,0
568.9534058610975,153.24924035303223,0
579.8797730786703,159.12461530347713,0
605.4622494521795,131.35042034269196,0
623.1009136823758,96.82185715528868,0
606.7202979779557,110.7709623447036,0
629.6052097671497,146.99777909221825,0
592.7520814113911,54.91328115304162,0
648.6844930198451,36.089557386826186,0
632.175392408876,79.36193382737656,0
605.9551358251184,87.2869117712196,0
665.6564862506137,127.8107664668135,0
661.120564476161,114.64579019804955,0
664.3057470721307,87.69855459545562,0
734.7465061710295,42.40523474262693,0
695.9995073562533,116.32400329717439,0
662.6828293687654,63.08673974320885,0
637.550982352164,11.19235138201293,0
675.5240770567168,60.98671049080474,0
711.2339817103264,72.94904911798079,0
702.1947186275005,87.0219572655231,0
657.731882413423,68.34394098211283,0
645.4788059317816,83.92013221572194,0
662.2165119351267,112.90341045845366,0
646.3029856183974,73.79525747902164,0
577.0986979787043,78.79345495508164,0
585.721654973699,133.07018327914545,0
646.3284743579338,100.12861107736626,0
643.1248051757323,116.71024768330471,0
595.308006087277,125.34090413322639,0
545.8627095162309,139.01148863186467,0
551.3393697063016,133.67705399842924,0
534.060636201935,180.02275366900386,0
586.7395193798793,132.86430294747993,0
545.5618978591011,137.755562219385,0
510.2259757650014,134.67965520089592,0
538.4294850470574,173.19657732912202,0
521.2959359028388,153.3259299086248,0
517.9960070458942,124.65098824221963,0
520.3519604625883,162.27964025477274,0
502.20955048300317,144.79896699437438,0
534.4975082257164,125.15615887431579,0
513.3476866652853,161.20343124461056,0
510.3281802795401,164.78937164271855,0
483.2524566438757,174.32252834210624,0
494.34876271241194,186.2664238328154,0
433.975948367131,197.57168305488204,0
471.6123567632716,208.9671982739098,0
487.68136621882945,203.15550934946918,0
468.1888647926228,197.40259792529724,0
418.4344342209129,222.18661430337448,0
423.5654927906259,226.9818774476161,0
450.1033027399945,262.9780724324103,0
402.4144526897995,255.90946013390524,0
394.389088828867,228.53729071795857,0
413.34809272763573,222.62345992282326,0
415.0629625278557,238.72772489425643,0
440.9078390578658,288.37305750703524,0
406.3817290823265,183.51278564604348,0
382.3069217417169,281.55949877615524,0
409.4350575483614,265.83809788183,0
363.2840805239902,256.54536464951786,0
349.79444625508336,263.16703627502227,0
360.36541262192696,287.144553219973,0
387.8185658626406,284.4474480075356,0
317.4442868620138,288.9788710688863,0
311.59097691265566,236.1093197498791,0
331.17794975090567,295.78425989961346,0
324.3896964368215,299.30806911566765,0
310.2972412878797,286.57600140131433,0
317.4141723325785,296.9062611510309,0
264.3083471224762,308.8059440117554,0
265.77360282271036,375.1532178332468,0
259.9041260761894,324.8823343905777,0
208.35724264214772,305.14139415645786,0
229.76892306745202,301.2602823506774,0
216.73481585194023,330.0727847693347,0
193.39981249201247,372.7707914123527,0
191.19143180244419,332.5384147152571,0
176.41474204655327,343.9035942805079,0
170.96678263526803,355.2608076010873,0
150.42679574954713,412.4417501470072,0
130.54792364203956,373.6294389996797,0
96.1198471347399,383.37855349295927,0
124.29067837454778,385.6378854387969,0
73.18124828433784,400.3460559188783,0
133.52700316662668,392.1331090605603,0
66.02756853949026,429.35228631520704,0
74.63106044876425,399.7324697571902,0
73.94204866464062,420.97430563067644,0
82.81168167323929,342.64183505174265,0
67.69933361516604,387.4678677011495,0
139.2824238782559,391.0926416648116,0
131.99207600756577,428.553872343786,0
159.83472320703717,374.64533564331276,0
128.1949942235808,339.9935041192283,0
165.9428549115093,363.4102527049829,0
196.84971039617358,383.6907712559215,0
283.42784640409997,382.24327996442884,0
289.5564361460863,296.19759246237356,0
316.95652084141443,267.09713983328993,0
290.21394230538203,289.7861708722927,0
334.04311279639876,305.3095331961946,0
367.44194512211607,246.7929395072019,0
361.5442342237586,284.0994446036802,0
397.48168147263857,248.9743283378731,0
399.565059017,261.8573540819586,0
429.9819996519143,201.4812382808522,0
416.7580324452382,227.98073291742776,0
451.76211513187,190.51331002489212,0
461.67115525767025,214.18038091493622,0
468.21170997735857,193.88298016646291,0
501.93624939906397,206.0339464671842,0
489.2535985524435,173.57911109839125,0
-9.368465762890295,447.41858811907196,0
12.002058885876522,462.0537225807585,0
19.191415330434513,455.7043433138168,0
45.42012060985451,448.0895072276923,0
27.78212126276134,467.7893878452442,0
36.47596967673748,410.9599940663913,0
51.01282581114,440.600445573651,0
75.40609587845093,407.1205426235341,0
68.21196640368248,435.06595475260247,0
3.261221290921725,398.18272099949036,0
46.687597034079275,401.7862181240883,0
91.02025668291566,485.6598570606329,0
91.04746111820278,453.0817489840817,0
27.774689874960274,406.9768345362702,0
86.43874966565265,409.46443552580064,0
10.816201774213113,386.92279158718935,0
89.04349732531153,440.46172089281674,0
69.67328873868124,404.96954878745623,0
129.3049417074647,422.14128517471283,0
9.068837051776882,401.95992866342374,0
105.467838623466,426.8487967701419,0
103.06357130753983,406.70645452174296,0
122.19344584838484,377.7215047402105,0
98.25000107968371,355.4801550044015,0
115.51725538779837,428.3987078700594,0
123.98949604114569,355.68058788517385,0
100.41821344291498,412.73821454568275,0
111.9513008560462,384.7113243606607,0
149.11360978860375,348.59536651124085,0
115.50762887372709,390.28226493192534,0
110.93914070088334,401.3139628223347,0
162.16827044677817,379.38001829649977,0
187.67934719537982,411.40785291701366,0
111.43329602550104,362.6128973811651,0
134.6762033828872,400.45983697279917,0
140.90385546290312,380.1591407451367,0
122.72317622564044,356.6534003199922,0
171.16812274085393,381.20065464781885,0
119.1108422898583,385.60807817830766,0
159.57357713859855,365.4405070193318,0
143.5112147606742,359.7080825694261,0
133.93411437467972,395.6994996585437,0
171.70501722254917,361.381086900306,0
184.45749579872884,348.733755019107,0
205.76982577266503,337.8892377339405,0
239.85667303414218,338.4028957722318,0
249.30721303321747,382.3354434011709,0
225.42254849277714,283.5165076684018,0
261.0523958557914,357.5689143634404,0
203.37431366847372,307.33108945493495,0
205.80710731161582,362.2415867903303,0
242.87107815519525,328.5975706709719,0
221.72899562971122,309.0275237550115,0
279.60722844402414,343.2140071538221,0
251.6175794463361,345.1809663199083,0
203.98267158652808,284.5902721307025,0
284.3370150105317,290.63783452916965,0
242.13773914296996,307.73848957559824,0
264.5804511281247,262.89714290814265,0
270.5849762876959,313.0608048536101,0
256.181359861975,297.69614920863813,0
265.3871304940293,297.71706239247317,0
309.93995714070957,318.16296425367057,0
323.4417875094462,300.7946081580388,0
314.2148556842653,288.1906883983802,0
390.94207270332294,302.03302583404843,0
330.3717450905172,245.78824701429497,0
329.57094995721474,279.95388567750706,0
349.82627255704074,279.00885029798803,0
375.9105919644287,254.792966200447,0
313.0969376566748,254.49533004622413,0
356.1831401556993,254.91232157778848,0
312.96774281023033,284.1165187296691,0
348.583252076703,279.7824301060615,0
362.9531015744031,252.2186847481354,0
379.8995171131725,273.0064611508402,0
364.4963767095853,179.7208444409398,0
388.66066253589884,257.02289029565736,0
